municipio,epi_year,epi_week,precipitation_sum_mm,wind_speed_10m_max,temperature_2m_max,relative_humidity_2m_min,n_eventos_climaticos,severidade_media,severidade_max
JUINA,2020,45,,,,,7,0.0,0
JUINA,2020,46,,,,,7,0.0,0
JUINA,2020,47,,,,,7,0.0,0
JUINA,2020,48,,,,,7,0.0,0
JUINA,2020,49,,,,,7,0.0,0
JUINA,2020,50,,,,,7,0.0,0
JUINA,2020,51,,,,,7,0.0,0
JUINA,2020,52,,,,,7,0.0,0
JUINA,2020,53,,,,,7,0.0,0
JUINA,2021,1,,,,,7,0.0,0
JUINA,2021,2,,,,,7,0.0,0
JUINA,2021,3,,,,,7,0.0,0
JUINA,2021,4,,,,,7,0.0,0
JUINA,2021,5,,,,,7,0.0,0
JUINA,2021,6,,,,,7,0.0,0
JUINA,2021,7,,,,,7,0.0,0
JUINA,2021,8,,,,,7,0.0,0
JUINA,2021,9,,,,,7,0.0,0
JUINA,2021,10,,,,,7,0.0,0
JUINA,2021,11,,,,,7,0.0,0
JUINA,2021,12,,,,,7,0.0,0
JUINA,2021,13,,,,,7,0.0,0
JUINA,2021,14,,,,,7,0.0,0
JUINA,2021,15,,,,,7,0.0,0
JUINA,2021,16,,,,,7,0.0,0
JUINA,2021,17,,,,,7,0.0,0
JUINA,2021,18,,,,,7,0.0,0
JUINA,2021,19,,,,,7,0.0,0
JUINA,2021,20,,,,,7,0.0,0
JUINA,2021,21,,,,,7,0.0,0
JUINA,2021,22,,,,,7,0.0,0
JUINA,2021,23,,,,,7,0.0,0
JUINA,2021,24,,,,,7,0.0,0
JUINA,2021,25,,,,,7,0.0,0
JUINA,2021,26,,,,,7,0.0,0
JUINA,2021,27,,,,,7,0.0,0
JUINA,2021,28,,,,,7,0.0,0
JUINA,2021,29,,,,,7,0.0,0
JUINA,2021,30,,,,,7,0.0,0
JUINA,2021,31,,,,,7,0.0,0
JUINA,2021,32,,,,,7,0.0,0
JUINA,2021,33,,,,,7,0.0,0
JUINA,2021,34,,,,,7,0.0,0
JUINA,2021,35,,,,,7,0.0,0
JUINA,2021,36,,,,,7,0.0,0
JUINA,2021,37,,,,,7,0.0,0
JUINA,2021,38,,,,,7,0.0,0
JUINA,2021,39,,,,,7,0.0,0
JUINA,2021,40,,,,,7,0.0,0
JUINA,2021,41,,,,,7,0.0,0
JUINA,2021,42,,,,,7,0.0,0
JUINA,2021,43,,,,,7,0.0,0
JUINA,2021,44,,,,,7,0.0,0
JUINA,2021,45,,,,,7,0.0,0
JUINA,2021,46,,,,,7,0.0,0
JUINA,2021,47,,,,,6,0.0,0
JUINA,2021,48,,,,,7,0.0,0
JUINA,2021,49,,,,,7,0.0,0
JUINA,2021,50,,,,,7,0.0,0
JUINA,2021,51,,,,,7,0.0,0
JUINA,2022,43,,,,,3,0.0,0
JUINA,2022,44,,,,,7,0.0,0
JUINA,2022,45,,,,,7,0.0,0
JUINA,2022,46,,,,,7,0.0,0
JUINA,2022,47,,,,,7,0.0,0
JUINA,2022,48,,,,,7,0.0,0
JUINA,2022,49,,,,,7,0.0,0
JUINA,2022,50,,,,,7,0.0,0
JUINA,2022,51,,,,,7,0.0,0
JUINA,2022,52,,,,,7,0.0,0
JUINA,2023,1,,,,,7,0.0,0
JUINA,2023,2,,,,,7,0.0,0
JUINA,2023,3,,,,,7,0.0,0
JUINA,2023,4,,,,,7,0.0,0
JUINA,2023,5,,,,,7,0.0,0
JUINA,2023,6,,,,,7,0.0,0
JUINA,2023,7,,,,,7,0.0,0
JUINA,2023,8,,,,,7,0.0,0
JUINA,2023,9,,,,,7,0.0,0
JUINA,2023,10,,,,,7,0.0,0
JUINA,2023,11,,,,,7,0.0,0
JUINA,2023,12,,,,,7,0.0,0
JUINA,2023,13,,,,,7,0.0,0
JUINA,2023,14,,,,,7,0.0,0
JUINA,2023,15,,,,,7,0.0,0
JUINA,2023,16,,,,,7,0.0,0
JUINA,2023,17,,,,,7,0.0,0
JUINA,2023,18,,,,,7,0.0,0
JUINA,2023,19,,,,,7,0.0,0
JUINA,2023,20,,,,,7,0.0,0
JUINA,2023,21,,,,,7,0.0,0
JUINA,2023,22,,,,,7,0.0,0
JUINA,2023,23,,,,,7,0.0,0
JUINA,2023,24,,,,,7,0.0,0
JUINA,2023,25,,,,,7,0.0,0
JUINA,2023,26,,,,,7,0.0,0
JUINA,2023,27,,,,,7,0.0,0
JUINA,2023,28,,,,,7,0.0,0
JUINA,2023,29,,,,,7,0.0,0
JUINA,2023,30,,,,,7,0.0,0
JUINA,2023,31,,,,,7,0.0,0
JUINA,2023,32,,,,,7,0.0,0
JUINA,2023,33,,,,,7,0.0,0
JUINA,2023,34,,,,,7,0.0,0
JUINA,2023,35,,,,,7,0.0,0
JUINA,2023,36,,,,,7,0.0,0
JUINA,2023,37,,,,,7,0.0,0
JUINA,2023,38,,,,,7,0.0,0
JUINA,2023,39,,,,,7,0.0,0
JUINA,2023,40,,,,,7,0.0,0
JUINA,2023,41,,,,,7,0.0,0
JUINA,2023,42,,,,,7,0.0,0
JUINA,2023,43,,,,,7,0.0,0
JUINA,2023,44,,,,,7,0.0,0
JUINA,2023,45,,,,,7,0.0,0
JUINA,2023,46,,,,,7,0.0,0
JUINA,2023,47,,,,,7,0.0,0
JUINA,2023,48,,,,,7,0.0,0
JUINA,2023,49,,,,,7,0.0,0
JUINA,2023,50,,,,,7,0.0,0
JUINA,2023,51,,,,,7,0.0,0
JUINA,2023,52,,,,,7,0.0,0
JUINA,2024,1,,,,,7,0.0,0
JUINA,2024,2,,,,,7,0.0,0
JUINA,2024,3,,,,,7,0.0,0
JUINA,2024,4,,,,,7,0.0,0
JUINA,2024,5,,,,,7,0.0,0
JUINA,2024,6,,,,,7,0.0,0
JUINA,2024,7,,,,,7,0.0,0
JUINA,2024,8,,,,,7,0.0,0
JUINA,2024,9,,,,,7,0.0,0
JUINA,2024,10,,,,,7,0.0,0
JUINA,2024,11,,,,,7,0.0,0
JUINA,2024,12,,,,,7,0.0,0
JUINA,2024,13,,,,,7,0.0,0
JUINA,2024,14,,,,,7,0.0,0
JUINA,2024,15,,,,,7,0.0,0
JUINA,2024,16,,,,,7,0.0,0
JUINA,2024,17,,,,,7,0.0,0
JUINA,2024,18,,,,,7,0.0,0
JUINA,2024,19,,,,,7,0.0,0
JUINA,2024,20,,,,,7,0.0,0
JUINA,2024,21,,,,,7,0.0,0
JUINA,2024,22,,,,,7,0.0,0
JUINA,2024,23,,,,,7,0.0,0
JUINA,2024,24,,,,,7,0.0,0
JUINA,2024,25,,,,,7,0.0,0
JUINA,2024,26,,,,,7,0.0,0
JUINA,2024,27,,,,,7,0.0,0
JUINA,2024,28,,,,,7,0.0,0
JUINA,2024,29,,,,,7,0.0,0
JUINA,2024,30,,,,,7,0.0,0
JUINA,2024,31,,,,,7,0.0,0
JUINA,2024,32,,,,,7,0.0,0
JUINA,2024,33,,,,,7,0.0,0
JUINA,2024,34,,,,,7,0.0,0
JUINA,2024,35,,,,,7,0.0,0
JUINA,2024,36,,,,,7,0.0,0
JUINA,2024,37,,,,,7,0.0,0
JUINA,2024,38,,,,,6,0.0,0
JUINA,2024,39,,,,,7,0.0,0
JUINA,2024,40,,,,,7,0.0,0
JUINA,2024,41,,,,,7,0.0,0
JUINA,2024,42,,,,,7,0.0,0
JUINA,2024,43,,,,,7,0.0,0
JUINA,2024,44,,,,,7,0.0,0
JUINA,2024,45,,,,,7,0.0,0
JUINA,2024,46,,,,,7,0.0,0
JUINA,2024,47,,,,,7,0.0,0
JUINA,2024,48,,,,,7,0.0,0
JUINA,2024,49,,,,,7,0.0,0
JUINA,2024,50,,,,,7,0.0,0
JUINA,2024,51,,,,,7,0.0,0
JUINA,2024,52,,,,,7,0.0,0
JUINA,2025,1,,,,,7,0.0,0
JUINA,2025,2,,,,,7,0.0,0
JUINA,2025,3,,,,,7,0.0,0
JUINA,2025,4,,,,,7,0.0,0
JUINA,2025,5,,,,,7,0.0,0
JUINA,2025,6,,,,,7,0.0,0
JUINA,2025,7,,,,,7,0.0,0
JUINA,2025,8,,,,,7,0.0,0
JUINA,2025,9,,,,,7,0.0,0
JUINA,2025,10,,,,,7,0.0,0
JUINA,2025,11,,,,,7,0.0,0
JUINA,2025,12,,,,,7,0.0,0
JUINA,2025,13,,,,,7,0.0,0
JUINA,2025,14,,,,,7,0.0,0
JUINA,2025,15,,,,,7,0.0,0
JUINA,2025,16,,,,,7,0.0,0
JUINA,2025,17,,,,,2,0.0,0
JURUENA,2015,53,,,,,3,0.0,0
JURUENA,2016,1,,,,,7,0.0,0
JURUENA,2016,2,,,,,7,0.0,0
JURUENA,2016,3,,,,,7,0.0,0
JURUENA,2016,4,,,,,7,0.0,0
JURUENA,2016,5,,,,,7,0.0,0
JURUENA,2016,6,,,,,7,0.0,0
JURUENA,2016,7,,,,,7,0.0,0
JURUENA,2016,8,,,,,7,0.0,0
JURUENA,2016,9,,,,,7,0.0,0
JURUENA,2016,10,,,,,7,0.0,0
JURUENA,2016,11,,,,,7,0.0,0
JURUENA,2016,12,,,,,7,0.0,0
JURUENA,2016,13,,,,,7,0.0,0
JURUENA,2016,14,,,,,7,0.0,0
JURUENA,2016,15,,,,,7,0.0,0
JURUENA,2016,16,,,,,7,0.0,0
JURUENA,2016,17,,,,,7,0.0,0
JURUENA,2016,18,,,,,7,0.0,0
JURUENA,2016,19,,,,,7,0.0,0
JURUENA,2016,20,,,,,7,0.0,0
JURUENA,2016,21,,,,,7,0.0,0
JURUENA,2016,22,,,,,7,0.0,0
JURUENA,2016,23,,,,,7,0.0,0
JURUENA,2016,24,,,,,7,0.0,0
JURUENA,2016,25,,,,,7,0.0,0
JURUENA,2016,26,,,,,7,0.0,0
JURUENA,2016,27,,,,,7,0.0,0
JURUENA,2016,28,,,,,7,0.0,0
JURUENA,2016,29,,,,,7,0.0,0
JURUENA,2016,30,,,,,7,0.0,0
JURUENA,2016,31,,,,,7,0.0,0
JURUENA,2016,32,,,,,7,0.0,0
JURUENA,2016,33,,,,,7,0.0,0
JURUENA,2016,34,,,,,7,0.0,0
JURUENA,2016,35,,,,,7,0.0,0
JURUENA,2016,36,,,,,7,0.0,0
JURUENA,2016,37,,,,,7,0.0,0
JURUENA,2016,38,,,,,7,0.0,0
JURUENA,2016,39,,,,,7,0.0,0
JURUENA,2016,40,,,,,7,0.0,0
JURUENA,2016,41,,,,,7,0.0,0
JURUENA,2016,42,,,,,7,0.0,0
JURUENA,2016,43,,,,,7,0.0,0
JURUENA,2016,44,,,,,7,0.0,0
JURUENA,2016,45,,,,,7,0.0,0
JURUENA,2016,46,,,,,7,0.0,0
JURUENA,2016,47,,,,,7,0.0,0
JURUENA,2016,48,,,,,7,0.0,0
JURUENA,2016,49,,,,,7,0.0,0
JURUENA,2016,50,,,,,7,0.0,0
JURUENA,2016,51,,,,,7,0.0,0
JURUENA,2016,52,,,,,7,0.0,0
JURUENA,2017,1,,,,,7,0.0,0
JURUENA,2017,2,,,,,7,0.0,0
JURUENA,2017,3,,,,,7,0.0,0
JURUENA,2017,4,,,,,7,0.0,0
JURUENA,2017,5,,,,,7,0.0,0
JURUENA,2017,6,,,,,7,0.0,0
JURUENA,2017,7,,,,,7,0.0,0
JURUENA,2017,8,,,,,7,0.0,0
JURUENA,2017,9,,,,,7,0.0,0
JURUENA,2017,10,,,,,7,0.0,0
JURUENA,2017,11,,,,,7,0.0,0
JURUENA,2017,12,,,,,7,0.0,0
JURUENA,2017,13,,,,,7,0.0,0
JURUENA,2017,14,,,,,7,0.0,0
JURUENA,2017,15,,,,,7,0.0,0
JURUENA,2017,16,,,,,7,0.0,0
JURUENA,2017,17,,,,,7,0.0,0
JURUENA,2017,18,,,,,7,0.0,0
JURUENA,2017,19,,,,,7,0.0,0
JURUENA,2017,20,,,,,7,0.0,0
JURUENA,2017,21,,,,,7,0.0,0
JURUENA,2017,22,,,,,7,0.0,0
JURUENA,2017,23,,,,,7,0.0,0
JURUENA,2017,24,,,,,7,0.0,0
JURUENA,2017,25,,,,,7,0.0,0
JURUENA,2017,26,,,,,7,0.0,0
JURUENA,2017,27,,,,,7,0.0,0
JURUENA,2017,28,,,,,7,0.0,0
JURUENA,2017,29,,,,,7,0.0,0
JURUENA,2017,30,,,,,7,0.0,0
JURUENA,2017,31,,,,,7,0.0,0
JURUENA,2017,32,,,,,7,0.0,0
JURUENA,2017,33,,,,,7,0.0,0
JURUENA,2017,34,,,,,7,0.0,0
JURUENA,2017,35,,,,,7,0.0,0
JURUENA,2017,36,,,,,7,0.0,0
JURUENA,2017,37,,,,,7,0.0,0
JURUENA,2017,38,,,,,7,0.0,0
JURUENA,2017,39,,,,,7,0.0,0
JURUENA,2017,40,,,,,7,0.0,0
JURUENA,2017,41,,,,,7,0.0,0
JURUENA,2017,42,,,,,7,0.0,0
JURUENA,2017,43,,,,,7,0.0,0
JURUENA,2017,44,,,,,7,0.0,0
JURUENA,2017,45,,,,,7,0.0,0
JURUENA,2017,46,,,,,7,0.0,0
JURUENA,2017,47,,,,,7,0.0,0
JURUENA,2017,48,,,,,7,0.0,0
JURUENA,2017,49,,,,,7,0.0,0
JURUENA,2017,50,,,,,7,0.0,0
JURUENA,2017,51,,,,,7,0.0,0
JURUENA,2017,52,,,,,7,0.0,0
JURUENA,2018,1,,,,,7,0.0,0
JURUENA,2018,2,,,,,7,0.0,0
JURUENA,2018,3,,,,,7,0.0,0
JURUENA,2018,4,,,,,7,0.0,0
JURUENA,2018,5,,,,,7,0.0,0
JURUENA,2018,6,,,,,7,0.0,0
JURUENA,2018,7,,,,,7,0.0,0
JURUENA,2018,8,,,,,7,0.0,0
JURUENA,2018,9,,,,,7,0.0,0
JURUENA,2018,10,,,,,7,0.0,0
JURUENA,2018,11,,,,,7,0.0,0
JURUENA,2018,12,,,,,7,0.0,0
JURUENA,2018,13,,,,,7,0.0,0
JURUENA,2018,14,,,,,7,0.0,0
JURUENA,2018,15,,,,,7,0.0,0
JURUENA,2018,16,,,,,7,0.0,0
JURUENA,2018,17,,,,,7,0.0,0
JURUENA,2018,18,,,,,7,0.0,0
JURUENA,2018,19,,,,,7,0.0,0
JURUENA,2018,20,,,,,7,0.0,0
JURUENA,2018,21,,,,,7,0.0,0
JURUENA,2018,22,,,,,7,0.0,0
JURUENA,2018,23,,,,,7,0.0,0
JURUENA,2018,24,,,,,7,0.0,0
JURUENA,2018,25,,,,,7,0.0,0
JURUENA,2018,26,,,,,7,0.0,0
JURUENA,2018,27,,,,,7,0.0,0
JURUENA,2018,28,,,,,7,0.0,0
JURUENA,2018,29,,,,,7,0.0,0
JURUENA,2018,30,,,,,7,0.0,0
JURUENA,2018,31,,,,,7,0.0,0
JURUENA,2018,32,,,,,7,0.0,0
JURUENA,2018,33,,,,,7,0.0,0
JURUENA,2018,34,,,,,7,0.0,0
JURUENA,2018,35,,,,,7,0.0,0
JURUENA,2018,36,,,,,7,0.0,0
JURUENA,2018,37,,,,,7,0.0,0
JURUENA,2018,38,,,,,7,0.0,0
JURUENA,2018,39,,,,,7,0.0,0
JURUENA,2018,40,,,,,7,0.0,0
JURUENA,2018,41,,,,,7,0.0,0
JURUENA,2018,42,,,,,7,0.0,0
JURUENA,2018,43,,,,,7,0.0,0
JURUENA,2018,44,,,,,7,0.0,0
JURUENA,2018,45,,,,,7,0.0,0
JURUENA,2018,46,,,,,7,0.0,0
JURUENA,2018,47,,,,,7,0.0,0
JURUENA,2018,48,,,,,7,0.0,0
JURUENA,2018,49,,,,,7,0.0,0
JURUENA,2018,50,,,,,7,0.0,0
JURUENA,2018,51,,,,,7,0.0,0
JURUENA,2018,52,,,,,7,0.0,0
JURUENA,2019,1,,,,,1,0.0,0
JURUENA,2019,21,,,,,4,0.0,0
JURUENA,2019,22,,,,,7,0.0,0
JURUENA,2019,23,,,,,7,0.0,0
JURUENA,2019,24,,,,,7,0.0,0
JURUENA,2019,25,,,,,7,0.0,0
JURUENA,2019,26,,,,,7,0.0,0
JURUENA,2019,27,,,,,7,0.0,0
JURUENA,2019,28,,,,,7,0.0,0
JURUENA,2019,29,,,,,7,0.0,0
JURUENA,2019,30,,,,,7,0.0,0
JURUENA,2019,31,,,,,7,0.0,0
JURUENA,2019,32,,,,,7,0.0,0
JURUENA,2019,33,,,,,7,0.0,0
JURUENA,2019,34,,,,,7,0.0,0
JURUENA,2019,35,,,,,7,0.0,0
JURUENA,2019,36,,,,,7,0.0,0
JURUENA,2019,37,,,,,7,0.0,0
JURUENA,2019,38,,,,,7,0.0,0
JURUENA,2019,39,,,,,7,0.0,0
JURUENA,2019,40,,,,,7,0.0,0
JURUENA,2019,41,,,,,7,0.0,0
JURUENA,2019,42,,,,,7,0.0,0
JURUENA,2019,43,,,,,7,0.0,0
JURUENA,2019,44,,,,,7,0.0,0
JURUENA,2019,45,,,,,7,0.0,0
JURUENA,2019,46,,,,,7,0.0,0
JURUENA,2019,47,,,,,7,0.0,0
JURUENA,2019,48,,,,,7,0.0,0
JURUENA,2019,49,,,,,7,0.0,0
JURUENA,2019,50,,,,,7,0.0,0
JURUENA,2019,51,,,,,7,0.0,0
JURUENA,2019,52,,,,,7,0.0,0
JURUENA,2020,1,,,,,7,0.0,0
JURUENA,2020,2,,,,,7,0.0,0
JURUENA,2020,3,,,,,7,0.0,0
JURUENA,2020,4,,,,,7,0.0,0
JURUENA,2020,5,,,,,7,0.0,0
JURUENA,2020,6,,,,,7,0.0,0
JURUENA,2020,7,,,,,7,0.0,0
JURUENA,2020,8,,,,,7,0.0,0
JURUENA,2020,9,,,,,7,0.0,0
JURUENA,2020,10,,,,,7,0.0,0
JURUENA,2020,11,,,,,7,0.0,0
JURUENA,2020,12,,,,,7,0.0,0
JURUENA,2020,13,,,,,7,0.0,0
JURUENA,2020,14,,,,,7,0.0,0
JURUENA,2020,15,,,,,7,0.0,0
JURUENA,2020,16,,,,,7,0.0,0
JURUENA,2020,17,,,,,7,0.0,0
JURUENA,2020,18,,,,,7,0.0,0
JURUENA,2020,19,,,,,7,0.0,0
JURUENA,2020,20,,,,,7,0.0,0
JURUENA,2020,21,,,,,7,0.0,0
JURUENA,2020,22,,,,,7,0.0,0
JURUENA,2020,23,,,,,7,0.0,0
JURUENA,2020,24,,,,,7,0.0,0
JURUENA,2020,25,,,,,7,0.0,0
JURUENA,2020,26,,,,,7,0.0,0
JURUENA,2020,27,,,,,7,0.0,0
JURUENA,2020,28,,,,,7,0.0,0
JURUENA,2020,29,,,,,7,0.0,0
JURUENA,2020,30,,,,,7,0.0,0
JURUENA,2020,31,,,,,7,0.0,0
JURUENA,2020,32,,,,,7,0.0,0
JURUENA,2020,33,,,,,7,0.0,0
JURUENA,2020,34,,,,,7,0.0,0
JURUENA,2020,35,,,,,7,0.0,0
JURUENA,2020,36,,,,,7,0.0,0
JURUENA,2020,37,,,,,7,0.0,0
JURUENA,2020,38,,,,,7,0.0,0
JURUENA,2020,39,,,,,7,0.0,0
JURUENA,2020,40,,,,,7,0.0,0
JURUENA,2020,41,,,,,7,0.0,0
JURUENA,2020,42,,,,,7,0.0,0
JURUENA,2020,43,,,,,7,0.0,0
JURUENA,2020,44,,,,,7,0.0,0
JURUENA,2020,45,,,,,7,0.0,0
JURUENA,2020,46,,,,,7,0.0,0
JURUENA,2020,47,,,,,7,0.0,0
JURUENA,2020,48,,,,,7,0.0,0
JURUENA,2020,49,,,,,7,0.0,0
JURUENA,2020,50,,,,,7,0.0,0
JURUENA,2020,51,,,,,7,0.0,0
JURUENA,2020,52,,,,,7,0.0,0
JURUENA,2020,53,,,,,7,0.0,0
JURUENA,2021,1,,,,,7,0.0,0
JURUENA,2021,2,,,,,7,0.0,0
JURUENA,2021,3,,,,,7,0.0,0
JURUENA,2021,4,,,,,7,0.0,0
JURUENA,2021,5,,,,,7,0.0,0
JURUENA,2021,6,,,,,7,0.0,0
JURUENA,2021,7,,,,,7,0.0,0
JURUENA,2021,8,,,,,7,0.0,0
JURUENA,2021,9,,,,,7,0.0,0
JURUENA,2021,10,,,,,7,0.0,0
JURUENA,2021,11,,,,,7,0.0,0
JURUENA,2021,12,,,,,7,0.0,0
JURUENA,2021,13,,,,,7,0.0,0
JURUENA,2021,14,,,,,7,0.0,0
JURUENA,2021,15,,,,,7,0.0,0
JURUENA,2021,16,,,,,7,0.0,0
JURUENA,2021,17,,,,,7,0.0,0
JURUENA,2021,18,,,,,7,0.0,0
JURUENA,2021,19,,,,,7,0.0,0
JURUENA,2021,20,,,,,7,0.0,0
JURUENA,2021,21,,,,,7,0.0,0
JURUENA,2021,22,,,,,7,0.0,0
JURUENA,2021,23,,,,,7,0.0,0
JURUENA,2021,24,,,,,7,0.0,0
JURUENA,2021,25,,,,,7,0.0,0
JURUENA,2021,26,,,,,7,0.0,0
JURUENA,2021,27,,,,,7,0.0,0
JURUENA,2021,28,,,,,7,0.0,0
JURUENA,2021,29,,,,,7,0.0,0
JURUENA,2021,30,,,,,7,0.0,0
JURUENA,2021,31,,,,,7,0.0,0
JURUENA,2021,32,,,,,7,0.0,0
JURUENA,2021,33,,,,,7,0.0,0
JURUENA,2021,34,,,,,7,0.0,0
JURUENA,2021,35,,,,,7,0.0,0
JURUENA,2021,36,,,,,7,0.0,0
JURUENA,2021,37,,,,,7,0.0,0
JURUENA,2021,38,,,,,7,0.0,0
JURUENA,2021,39,,,,,7,0.0,0
JURUENA,2021,40,,,,,7,0.0,0
JURUENA,2021,41,,,,,7,0.0,0
JURUENA,2021,42,,,,,7,0.0,0
JURUENA,2021,43,,,,,7,0.0,0
JURUENA,2021,44,,,,,7,0.0,0
JURUENA,2021,45,,,,,7,0.0,0
JURUENA,2021,46,,,,,7,0.0,0
JURUENA,2021,47,,,,,6,0.0,0
JURUENA,2021,48,,,,,7,0.0,0
JURUENA,2021,49,,,,,7,0.0,0
JURUENA,2021,50,,,,,7,0.0,0
JURUENA,2021,51,,,,,7,0.0,0
JURUENA,2022,43,,,,,3,0.0,0
JURUENA,2022,44,,,,,7,0.0,0
JURUENA,2022,45,,,,,7,0.0,0
JURUENA,2022,46,,,,,7,0.0,0
JURUENA,2022,47,,,,,7,0.0,0
JURUENA,2022,48,,,,,7,0.0,0
JURUENA,2022,49,,,,,7,0.0,0
JURUENA,2022,50,,,,,7,0.0,0
JURUENA,2022,51,,,,,7,0.0,0
JURUENA,2022,52,,,,,7,0.0,0
JURUENA,2023,1,,,,,7,0.0,0
JURUENA,2023,2,,,,,7,0.0,0
JURUENA,2023,3,,,,,7,0.0,0
JURUENA,2023,4,,,,,7,0.0,0
JURUENA,2023,5,,,,,7,0.0,0
JURUENA,2023,6,,,,,7,0.0,0
JURUENA,2023,7,,,,,7,0.0,0
JURUENA,2023,8,,,,,7,0.0,0
JURUENA,2023,9,,,,,7,0.0,0
JURUENA,2023,10,,,,,7,0.0,0
JURUENA,2023,11,,,,,7,0.0,0
JURUENA,2023,12,,,,,7,0.0,0
JURUENA,2023,13,,,,,7,0.0,0
JURUENA,2023,14,,,,,7,0.0,0
JURUENA,2023,15,,,,,7,0.0,0
JURUENA,2023,16,,,,,7,0.0,0
JURUENA,2023,17,,,,,7,0.0,0
JURUENA,2023,18,,,,,7,0.0,0
JURUENA,2023,19,,,,,7,0.0,0
JURUENA,2023,20,,,,,7,0.0,0
JURUENA,2023,21,,,,,7,0.0,0
JURUENA,2023,22,,,,,7,0.0,0
JURUENA,2023,23,,,,,7,0.0,0
JURUENA,2023,24,,,,,7,0.0,0
JURUENA,2023,25,,,,,7,0.0,0
JURUENA,2023,26,,,,,7,0.0,0
JURUENA,2023,27,,,,,7,0.0,0
JURUENA,2023,28,,,,,7,0.0,0
JURUENA,2023,29,,,,,7,0.0,0
JURUENA,2023,30,,,,,7,0.0,0
JURUENA,2023,31,,,,,7,0.0,0
JURUENA,2023,32,,,,,7,0.0,0
JURUENA,2023,33,,,,,7,0.0,0
JURUENA,2023,34,,,,,7,0.0,0
JURUENA,2023,35,,,,,7,0.0,0
JURUENA,2023,36,,,,,7,0.0,0
JURUENA,2023,37,,,,,7,0.0,0
JURUENA,2023,38,,,,,7,0.0,0
JURUENA,2023,39,,,,,7,0.0,0
JURUENA,2023,40,,,,,7,0.0,0
JURUENA,2023,41,,,,,7,0.0,0
JURUENA,2023,42,,,,,7,0.0,0
JURUENA,2023,43,,,,,7,0.0,0
JURUENA,2023,44,,,,,7,0.0,0
JURUENA,2023,45,,,,,7,0.0,0
JURUENA,2023,46,,,,,7,0.0,0
JURUENA,2023,47,,,,,7,0.0,0
JURUENA,2023,48,,,,,7,0.0,0
JURUENA,2023,49,,,,,7,0.0,0
JURUENA,2023,50,,,,,7,0.0,0
JURUENA,2023,51,,,,,7,0.0,0
JURUENA,2023,52,,,,,7,0.0,0
JURUENA,2024,1,,,,,7,0.0,0
JURUENA,2024,2,,,,,7,0.0,0
JURUENA,2024,3,,,,,7,0.0,0
JURUENA,2024,4,,,,,7,0.0,0
JURUENA,2024,5,,,,,7,0.0,0
JURUENA,2024,6,,,,,7,0.0,0
JURUENA,2024,7,,,,,7,0.0,0
JURUENA,2024,8,,,,,7,0.0,0
JURUENA,2024,9,,,,,7,0.0,0
JURUENA,2024,10,,,,,7,0.0,0
JURUENA,2024,11,,,,,7,0.0,0
JURUENA,2024,12,,,,,7,0.0,0
JURUENA,2024,13,,,,,7,0.0,0
JURUENA,2024,14,,,,,7,0.0,0
JURUENA,2024,15,,,,,7,0.0,0
JURUENA,2024,16,,,,,7,0.0,0
JURUENA,2024,17,,,,,7,0.0,0
JURUENA,2024,18,,,,,7,0.0,0
JURUENA,2024,19,,,,,7,0.0,0
JURUENA,2024,20,,,,,7,0.0,0
JURUENA,2024,21,,,,,7,0.0,0
JURUENA,2024,22,,,,,7,0.0,0
JURUENA,2024,23,,,,,7,0.0,0
JURUENA,2024,24,,,,,7,0.0,0
JURUENA,2024,25,,,,,7,0.0,0
JURUENA,2024,26,,,,,7,0.0,0
JURUENA,2024,27,,,,,7,0.0,0
JURUENA,2024,28,,,,,7,0.0,0
JURUENA,2024,29,,,,,7,0.0,0
JURUENA,2024,30,,,,,7,0.0,0
JURUENA,2024,31,,,,,7,0.0,0
JURUENA,2024,32,,,,,7,0.0,0
JURUENA,2024,33,,,,,7,0.0,0
JURUENA,2024,34,,,,,7,0.0,0
JURUENA,2024,35,,,,,7,0.0,0
JURUENA,2024,36,,,,,7,0.0,0
JURUENA,2024,37,,,,,7,0.0,0
JURUENA,2024,38,,,,,6,0.0,0
JURUENA,2024,39,,,,,7,0.0,0
JURUENA,2024,40,,,,,7,0.0,0
JURUENA,2024,41,,,,,7,0.0,0
JURUENA,2024,42,,,,,7,0.0,0
JURUENA,2024,43,,,,,7,0.0,0
JURUENA,2024,44,,,,,7,0.0,0
JURUENA,2024,45,,,,,7,0.0,0
JURUENA,2024,46,,,,,7,0.0,0
JURUENA,2024,47,,,,,7,0.0,0
JURUENA,2024,48,,,,,7,0.0,0
JURUENA,2024,49,,,,,7,0.0,0
JURUENA,2024,50,,,,,7,0.0,0
JURUENA,2024,51,,,,,7,0.0,0
JURUENA,2024,52,,,,,7,0.0,0
JURUENA,2025,1,,,,,7,0.0,0
JURUENA,2025,2,,,,,7,0.0,0
JURUENA,2025,3,,,,,7,0.0,0
JURUENA,2025,4,,,,,7,0.0,0
JURUENA,2025,5,,,,,7,0.0,0
JURUENA,2025,6,,,,,7,0.0,0
JURUENA,2025,7,,,,,7,0.0,0
JURUENA,2025,8,,,,,7,0.0,0
JURUENA,2025,9,,,,,7,0.0,0
JURUENA,2025,10,,,,,7,0.0,0
JURUENA,2025,11,,,,,7,0.0,0
JURUENA,2025,12,,,,,7,0.0,0
JURUENA,2025,13,,,,,7,0.0,0
JURUENA,2025,14,,,,,7,0.0,0
